org,category,group,product,date,unit_price,amazon,wal-mart,target,costco,family dollar,dollar general,cvs,kroger,walgreens,rite aid,ahold,safeway,brand
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,1/1/18,12.59,0,21501,12199,8243,4607,4451,4297,4432,4095,3157,2644,1486,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,1/1/18,12.59,0,19054,10647,7283,3834,3946,3695,3712,3487,2775,2279,1292,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0J - 1-24 BK GH BAR,1/1/18,14.73,0,65989,37560,25231,13996,13923,13170,13560,12604,9943,7971,4501,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0J - 1-24 BK GH BAR,1/1/18,14.73,0,20295,11213,7854,4170,4229,4138,4052,3920,3006,2474,1364,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0K - 12-6PK GH REESES,1/1/18,44.19,0,11038,6220,4227,2327,2298,2217,2198,2066,1656,1365,744,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0L - 1-24 BK GH KING CONE,1/1/18,14.73,0,74591,42447,28943,15772,15588,15178,15017,14449,11026,9175,5211,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0O - 1-24 BK GH SANDWICH,1/1/18,14.75,0,41456,23630,16066,8519,8476,8374,8481,7924,6223,4964,2792,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0R - 2-24 BX GIANT SANDWICH,1/1/18,21.86,0,64697,36513,25037,13434,13597,13180,13481,12490,9591,7837,4445,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0R - 2-24 BX GIANT SANDWICH,1/1/18,21.86,0,9095,5137,3558,1919,1883,1867,1866,1749,1371,1121,620,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0S - 2-24 BX NSA CUP 4 OZ,1/1/18,16.16,0,6523,3607,2473,1358,1371,1302,1324,1262,971,784,450,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0T - 2-24 BK GH SH 4 OZ CUP ORANGE,1/1/18,13.31,0,8485,4630,3288,1745,1752,1709,1731,1620,1258,1046,569,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0U - 2-24 BK GH 4 OZ CUP,1/1/18,13.78,0,34217,18820,12823,6994,7059,6920,6668,6281,4982,4050,2271,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0U - 2-24 BK GH 4 OZ CUP,1/1/18,13.78,0,7807,4420,3023,1602,1609,1579,1597,1473,1132,956,535,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0U - 2-24 BK GH 4 OZ CUP,1/1/18,13.78,0,16455,9109,6195,3432,3397,3220,3304,3071,2376,2009,1106,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0Z - 4-24 BK GH SANDWICH,1/1/18,33.26,0,2197,1234,851,454,444,432,437,409,316,269,145,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0Z - 4-24 BK GH SANDWICH,1/1/18,33.26,0,5887,3233,2274,1231,1228,1186,1155,1093,845,705,397,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0X00 - 4-24 BK GH BAR,1/1/18,25.66,0,1944,1092,763,405,417,391,391,374,289,237,131,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0X01 - 4-24 BK GH SUNDAE CONE,1/1/18,43.72,0,3136,1776,1220,665,649,650,649,611,470,383,218,GOOD HUMOR
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,1/1/18,22.57,0,27674,15709,10948,5925,5839,5706,5666,5276,4126,3445,1939,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,1/1/18,22.57,0,37276,21027,14615,7861,7693,7499,7610,7123,5691,4514,2569,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,1/1/18,22.57,0,24924,13804,9777,5252,5322,5113,5135,4776,3685,3075,1711,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,1/1/18,22.57,0,13440,7226,4996,2744,2750,2638,2663,2509,1976,1583,882,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,1/1/18,22.57,0,97059,52440,36364,20146,19971,18998,19514,18331,14078,11490,6439,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,063O - MAGNUM 8-3PK,1/1/18,22.57,0,54299,30342,20398,11166,11097,10832,10788,10167,7954,6424,3583,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,0G39 - MAGNUM 8-9PK,1/1/18,64.31,0,1555,852,596,315,324,305,309,290,225,184,102,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,0G39 - MAGNUM 8-9PK,1/1/18,64.31,0,8468,4690,3270,1742,1737,1711,1707,1629,1270,1029,585,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM MULTIPACK,0L37 - MAGNUM 10-3PK,1/1/18,28.22,0,843,476,326,181,175,173,170,161,124,103,58,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM IMPULSE,063P - MAGNUM IMPULSE 1-12PK,1/1/18,13.31,0,19362,10500,7314,3939,4031,3882,3795,3572,2799,2290,1271,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM IMPULSE,063P - MAGNUM IMPULSE 1-12PK,1/1/18,13.31,0,17386,9868,6791,3597,3655,3457,3477,3348,2550,2168,1171,MAGNUM
Ice Cream,GHB NOVELTIES,MAGNUM IMPULSE,063P - MAGNUM IMPULSE 1-12PK,1/1/18,13.31,0,56060,31410,22181,11920,11820,11242,11237,10928,8494,6995,3829,MAGNUM
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,021I - BREYERS 726P 1.5QT MIX PALLET,1/1/18,2702.46,0,355,196,138,74,73,71,72,68,52,43,24,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,021I - BREYERS 726P 1.5QT MIX PALLET,1/1/18,2702.46,0,230,126,88,46,46,46,46,42,33,27,15,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,021I - BREYERS 726P 1.5QT MIX PALLET,1/1/18,2702.46,0,109,61,42,23,23,22,22,20,16,13,7,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,16026,9056,6256,3347,3384,3236,3213,3010,2398,1958,1084,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,1478,820,548,306,305,286,287,274,215,175,97,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,6550,3581,2541,1371,1356,1303,1281,1233,944,775,446,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,12746,7098,4947,2652,2686,2643,2592,2449,1938,1574,871,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,18005,10049,6743,3644,3633,3576,3593,3314,2613,2140,1215,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,12644,7129,5018,2670,2723,2618,2577,2433,1877,1595,880,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,7400,4203,2855,1572,1573,1517,1515,1389,1092,914,499,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,58170,33252,22262,12130,12141,11582,11776,11124,8768,7138,3972,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,45963,26182,17896,9519,9572,9321,9378,8897,6987,5704,3124,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,27043,15343,10422,5615,5631,5483,5441,5177,3995,3306,1807,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,43599,24288,16339,8776,8748,8468,8617,8034,6400,5293,2856,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,22119,12416,8541,4525,4636,4488,4375,4178,3190,2615,1509,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,13463,7497,5257,2873,2767,2670,2737,2567,1996,1642,924,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,64645,36855,24995,13907,13943,13278,13195,12217,9726,7969,4385,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,35662,19556,13443,7403,7406,7283,7151,6751,5170,4422,2411,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,5714,3267,2244,1195,1182,1170,1176,1080,864,692,392,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,14048,7980,5517,2911,2895,2850,2868,2731,2125,1706,949,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,1551,868,602,330,326,309,315,294,228,187,106,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,6459,3644,2554,1367,1376,1307,1327,1233,950,792,443,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,7584,4208,2836,1556,1550,1525,1509,1416,1088,906,511,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,15602,8729,5986,3245,3159,3052,3147,2969,2239,1905,1067,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,7585,4164,2869,1559,1589,1504,1506,1456,1129,930,521,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,171532,98108,67779,36551,35524,34300,34430,33198,25767,21038,11945,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,200851,113024,79371,41618,41871,40777,41623,38502,29713,24719,13726,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,12909,7099,4853,2635,2582,2557,2505,2403,1875,1538,852,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,89698,49679,34103,18319,18919,18249,17958,16687,12986,10837,6033,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,126477,70807,48897,26300,26925,25432,25438,24073,18925,15370,8710,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,108075,61521,41126,22488,22079,21762,21630,20053,16293,13185,7230,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,11551,6509,4487,2420,2406,2383,2345,2235,1755,1425,789,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,6036,3356,2331,1236,1248,1196,1198,1135,876,728,412,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,142571,81187,54574,30225,30115,28500,29239,27177,21193,17565,9649,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,62912,34695,23546,12955,12962,12466,12643,11773,9341,7610,4291,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,288727,163716,113889,60059,61405,58937,59309,54584,43569,35854,19821,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,81974,45869,30544,16578,16656,16220,16357,15448,12173,9736,5462,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,601781,334503,229835,123893,123076,121565,121703,112191,88669,73880,41324,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,177016,99158,67452,37598,37669,36360,35370,33475,26163,21515,12105,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,103635,58370,40182,22190,21585,21103,21464,19938,15443,12846,7140,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,222449,124658,87471,47170,46690,46004,45338,42852,33180,27269,15090,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,104381,59373,39812,21911,21981,21168,21369,20035,15186,12552,7107,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,84010,46352,32915,17322,17671,17248,17097,15808,12525,10098,5620,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,49838,27786,18985,10344,10005,10037,9948,9279,7373,5891,3271,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,166364,95748,65601,34690,34855,34646,34668,32313,24606,20271,11600,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,28061,15685,10555,5894,5855,5691,5647,5204,4196,3321,1914,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,250701,136061,93740,51058,51480,50279,49814,45793,36901,29749,16488,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,216026,117564,82855,44805,43575,43201,42686,39981,30771,26303,14366,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,67211,37303,25356,14188,14066,13714,13318,12903,9885,8117,4560,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,116327,62943,43462,24394,24373,22899,23050,21902,17341,13734,7937,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,98840,54695,37705,20102,20185,19739,20101,18867,14495,11835,6773,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,19881,10902,7487,4154,4068,3883,4029,3710,2850,2408,1309,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,99632,57427,38924,21069,21498,20050,20607,19380,15112,12160,6788,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,43399,24571,16511,9162,9060,8898,8878,8165,6402,5363,2989,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,161203,88332,60887,32404,33254,32428,32255,29489,23300,19120,10936,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,29814,16406,11662,6190,6167,5906,5988,5618,4485,3688,2042,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,12445,6973,4928,2620,2638,2549,2524,2391,1891,1549,866,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,6124,3398,2350,1238,1267,1240,1195,1136,878,729,414,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,50935,27922,19465,10408,10531,10069,10295,9675,7571,6208,3373,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,13330,7385,5122,2776,2772,2702,2685,2463,1923,1615,906,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,17267,9656,6636,3604,3506,3445,3402,3189,2548,2098,1157,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,7509,4077,2872,1518,1566,1477,1518,1383,1109,912,501,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,23365,13471,8989,4877,4906,4790,4833,4436,3492,2922,1628,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,43330,24206,16716,9041,9028,8650,8638,8023,6459,5339,2901,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,25948,14252,9962,5370,5387,5251,5224,4969,3766,3214,1773,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,20862,11503,7889,4302,4247,4244,4113,3946,3091,2559,1414,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,23656,13053,8995,5020,4960,4791,4678,4551,3564,2921,1589,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,78802,42705,30117,16231,16216,15850,15781,14585,11644,9445,5165,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,49874,27437,19124,10327,10541,9930,10160,9477,7394,6075,3354,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,432,242,169,90,90,89,88,81,65,54,29,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,5487,2990,2071,1121,1138,1091,1082,1019,795,648,364,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0R - BREYERS DOUBLE CHURNED/ CARBSMART,1/1/18,22.33,0,16751,9356,6615,3448,3511,3343,3431,3202,2524,2086,1166,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0U - BREYERS ALL NAT PINTS,1/1/18,9.9,0,63088,35232,24701,13054,13332,12923,12638,11947,9514,7782,4260,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0U - BREYERS ALL NAT PINTS,1/1/18,9.9,0,14681,8073,5676,3124,3108,3012,3009,2787,2166,1813,1021,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0U - BREYERS ALL NAT PINTS,1/1/18,9.9,0,81379,44794,31878,16879,16769,16656,16292,15225,11930,10093,5516,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0U - BREYERS ALL NAT PINTS,1/1/18,9.9,0,40435,22090,15539,8249,8264,8095,8149,7662,5998,4848,2753,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0U - BREYERS ALL NAT PINTS,1/1/18,9.9,0,72858,40624,27426,15061,14992,14819,14852,13791,10857,8875,4862,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0V - BREYERS CO-BRAND PINTS,1/1/18,12.04,0,14919,8267,5720,3047,3008,2943,2981,2774,2217,1797,981,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0V - BREYERS CO-BRAND PINTS,1/1/18,12.04,0,8407,4539,3152,1688,1714,1661,1660,1538,1235,988,569,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0V - BREYERS CO-BRAND PINTS,1/1/18,12.04,0,16710,9437,6569,3544,3478,3433,3403,3214,2491,2015,1157,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0V - BREYERS CO-BRAND PINTS,1/1/18,12.04,0,8023,4411,3076,1672,1637,1612,1578,1505,1180,977,533,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0V - BREYERS CO-BRAND PINTS,1/1/18,12.04,0,101789,57110,38640,20959,21115,20098,20085,18909,14708,12111,6866,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0V - BREYERS CO-BRAND PINTS,1/1/18,12.04,0,78244,43853,31100,16330,16531,15689,15964,15096,11720,9790,5344,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0Z - BREYERS GALLONS,1/1/18,26.22,0,58099,32235,21971,11808,11849,11380,11634,10642,8394,7019,3954,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0N0Z - BREYERS GALLONS,1/1/18,26.22,0,1932,1079,735,400,400,385,379,366,279,230,129,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0S0G - 6-2 PK BR TWIN PACK,1/1/18,44.67,0,3450,1866,1316,700,707,694,683,630,509,415,232,BREYERS
Ice Cream,GHB PACKAGED,BREYERS PACKAGED,0S0G - 6-2 PK BR TWIN PACK,1/1/18,44.67,0,5261,2884,2025,1072,1071,1042,1027,971,778,643,349,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0K - 1-3 GA BR IC DULCE DE LECHE,1/1/18,24.01,0,888,491,341,185,181,178,178,166,128,106,59,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,13772,7669,5330,2894,2873,2791,2790,2563,2038,1686,933,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,3563,1963,1371,748,738,718,727,684,524,444,240,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,65662,35689,24598,13469,13345,12838,12914,12189,9680,7908,4428,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,1894,1057,743,405,398,384,391,360,286,234,133,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,495,281,196,103,104,101,102,96,75,62,33,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,8687,4787,3273,1816,1808,1741,1743,1622,1245,1027,591,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,2155,1200,819,444,451,437,438,410,321,263,147,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,5674,3135,2115,1177,1151,1106,1119,1071,831,668,376,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,1547,867,602,323,323,317,316,299,232,193,106,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,6807,3712,2521,1401,1377,1347,1321,1246,982,817,461,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0M - 1-3 GA BR IC FS TUB,1/1/18,20.54,0,2980,1681,1136,621,625,594,600,568,440,357,204,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0N - 1-3 GA BR IC FS TUB COBRAND,1/1/18,24.01,0,3518,1973,1388,750,734,726,711,658,519,430,241,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0N - 1-3 GA BR IC FS TUB COBRAND,1/1/18,24.01,0,868,496,336,181,184,176,175,168,130,106,59,BREYERS
Ice Cream,GHB PACKAGED,BREYERS FOODSERVICE,0R0N - 1-3 GA BR IC FS TUB COBRAND,1/1/18,24.01,0,579,328,223,121,121,114,115,110,85,70,38,BREYERS
